stop_id,	stop_code,	stop_name,	stop_desc,	stop_lat,	stop_lon,	zone_id,	stop_url

Stop ID is used with the Stop Time. At a certain departure time, look for what departure times 
2602R,,"Scotts Valley Dr & Vine Hill School Rd",,  37.066685,-121.998032,,
2603R,,"Emeline & Emeline Complex - Building K",,  36.992943,-122.017601,,
2604R,,"Highway 9 & Kirby (Community Hall)",,  37.050961,-122.073334,,
2605R,,"Ocean & Water (County Bldg)",,  36.978935,-122.021240,,
2609R,,"Market & Grant",,  36.984699,-122.016624,,
2610R,,"Market & Curtis",,  36.983280,-122.018631,,
2611R,,"Market & Water",,  36.980736,-122.019081,,
2617R,,"Portola & 18th",,  36.962772,-121.987114,,
2618R,,"Highway 1 & Bonny Doon Rd",,  37.000938,-122.180626,,
2619R,,"Mission & Swift",,  36.960636,-122.048813,,
2620R,,"Soquel Dr & Heather Terrace",,  36.982883,-121.912354,,
2622R,,"Hanger & Neilson",,  36.928905,-121.790894,,
2623R,,"Neilson & Airport (Wats. Hospital)",,  36.928360,-121.793121,,
2624R,,"Cavallaro Transit Center & (Scotts Valley)",,  37.049004,-122.027740,,
2627R,,"Front & Pacific",,  36.976376,-122.026566,,
2628R,,"Clifford & Sherwood",,  36.918819,-121.776115,,
2629R,,"Clifford & Montebello",,  36.918736,-121.775993,,
2630R,,"Airport & Holm",,  36.931435,-121.788322,,
2632R,,"Scotts Valley Dr & Bean Creek",,  37.044392,-122.023148,,
2633R,,"Scotts Valley Dr & Johnston",,  37.056862,-122.011497,,
2636R,,"Beach & Pacific",,  36.962894,-122.023262,,
2637R,,"Freedom & Crestview",,  36.927048,-121.765297,,
2638R,,"Freedom & Crestview (Courthouse)",,  36.927296,-121.765221,,
2641R,,"Freedom & Brennan",,  36.917110,-121.760429,,
2642R,,"Capitola Rd & Leila Court",,  36.976433,-121.985474,,
2643R,,"Freedom & #2718",,  36.956940,-121.801193,,
2644R,,"Scotts Valley Dr & 5000 Block",,  37.054413,-122.012444,,
2649R,,"41st & Gladys",,  36.966774,-121.965004,,
2650R,,"Portola & 41st",,  36.963528,-121.965912,,
2651R,,"Portola & 41st",,  36.963299,-121.965576,,
2652R,,"Scotts Valley High School & Glenwood",,  37.070782,-122.006119,,
2654R,,"Harvey West & Sylvania",,  36.983833,-122.034760,,
2655R,,"Freedom & Airport (Library)",,  36.938019,-121.777550,,
2656R,,"Mission & Union",,  36.975868,-122.032707,,
2659R,,"Western & Meder",,  36.974789,-122.058456,,
2660R,,"Western & Monarch Way",,  36.970360,-122.058510,,
2661R,,"Western & Western Ct",,  36.968826,-122.058517,,
2662R,,"Western & Cypress Park",,  36.966549,-122.057159,,
2663R,,"Western & Flower St",,  36.964523,-122.056740,,
2664R,,"Encinal & #370",,  36.987320,-122.036980,,
2666R,,"Soquel Ave & Front",,  36.973255,-122.024117,,
2667R,,"Front & Soquel",,  36.974030,-122.024796,,
2668R,,"Soquel Ave & Caledonia",,  36.977631,-122.014473,,
2669R,,"Hagar & Lower Quarry Rd (UCSC)",,  36.985916,-122.053543,,
2670R,,"Heller & Oakes College (UCSC)",,  36.990601,-122.066093,,
2671R,,"Heller & College 8/Porter (UCSC)",,  36.992802,-122.064850,,
2672R,,"Heller & Kerr Hall (UCSC)",,  36.996708,-122.063583,,
2673R,,"Heller & Kresge College (UCSC)",,  36.999207,-122.064339,,
2674R,,"McLaughlin & Science Hill (UCSC)",,  36.999855,-122.062172,,
2675R,,"McLaughlin & College 9 & 10 - Health Center",,  36.999756,-122.058311,,
2676R,,"Hagar & Bookstore (UCSC)",,  36.996662,-122.055412,,
2677R,,"Hagar & East Remote (UCSC)",,  36.991276,-122.054886,,
2678R,,"Hagar & Lower Quarry Rd (UCSC)",,  36.985538,-122.053551,,
2679R,,"Coolidge & Lower Campus",,  36.981560,-122.052109,,
2681R,,"Via Pacifica & Cabo Court",,  36.949459,-121.866203,,
2682R,,"Ocean & Dakota",,  36.977005,-122.020386,,
2683R,,"Encinal & Sylvania",,  36.986927,-122.034683,,
2684R,,"Park & Monterey",,  36.975685,-121.949760,,
2687R,,"Laurel & Pacific",,  36.969337,-122.024330,,
2690R,,"Third & Raymond",,  36.967342,-122.017082,,
2691R,,"Main & Ford (NB)",,  36.913898,-121.760254,,
2692R,,"SLV High School & Highway 9",,  37.061172,-122.079826,,
2694R,,"Delaware & Centennial",,  36.958050,-122.030998,,
2695R,,"Delaware & Liberty",,  36.958031,-122.030022,,
2696R,,"Delaware & Columbia",,  36.957451,-122.033981,,
2697R,,"Pacific & Center",,  36.965668,-122.025360,,
2698R,,"Mission Ext. & Schafer Road",,  36.960888,-122.061752,,
2699R,,"Capitola Ave & Bay Avenue",,  36.978306,-121.953102,,
2700R,,"Santa Cruz Metro Center & (Pacific Station)",,  36.970673,-122.024979,,
2701R,,"Santa Cruz Metro Center & (Pacific Station) Lane 1",,  36.971077,-122.024574,,
2702R,,"Santa Cruz Metro Center & (Pacific Station) Lane 2",,  36.970917,-122.024529,,
2703R,,"Santa Cruz Metro Center & (Pacific Station) Lane 3",,  36.970795,-122.024475,,
2704R,,"Santa Cruz Metro Center & (Pacific Station) Lane 4",,  36.970615,-122.024475,,
2705R,,"W Beach & #600",,  36.905781,-121.766960,,
2706R,,"Ohlone Parkway & Lighthouse",,  36.907745,-121.774651,,
2707R,,"Ohlone Parkway & Loma Vista",,  36.910149,-121.774933,,
2708R,,"Ohlone Parkway & Kingfisher",,  36.912548,-121.777344,,
2709R,,"Ohlone Parkway & Egret",,  36.914127,-121.778275,,
2710R,,"Ohlone Parkway & Harkins Slough",,  36.914452,-121.778473,,
2711R,,"Ohlone Parkway & Kingfisher",,  36.912193,-121.776939,,
2712R,,"Ohlone Parkway & Loma Vista",,  36.909637,-121.775085,,
2713R,,"Ohlone Parkway & Bree",,  36.906418,-121.774376,,
2714R,,"Holly & Airport Rd",,  36.931133,-121.781326,,
2715R,,"Natural Bridges Dr & Mission",,  36.958874,-122.057594,,
2716R,,"Natural Bridges Dr & Mission",,  36.959156,-122.057434,,
2717R,,"Natural Bridges Dr & Delaware",,  36.954990,-122.057137,,
2718R,,"Natural Bridges Dr & Delaware",,  36.955070,-122.056969,,
2719R,,"W Beach & Industrial",,  36.904480,-121.768311,,
2720R,,"Glenwood Drive & Vine Hill School Rd",,  37.064850,-122.005165,,
2721R,,"Green Valley & Main",,  36.917862,-121.783974,,
2722R,,"Soquel Dr & Porter Gulch (Sesnon House)",,  36.989567,-121.928917,,
2723R,,"Delaware & Columbia",,  36.957859,-122.032242,,
2724R,,"Green Valley & Loma Prieta",,  36.931389,-121.776657,,
2725R,,"East Lake & Bridge",,  36.930779,-121.744064,,
2726R,,"Green Valley & Carnation",,  36.937431,-121.771591,,
2727R,,"Pajaro Valley High School & Harkins Slough",,  36.914471,-121.790749,,
2728R,,"Water & Poplar (Catalpa)",,  36.981316,-122.009460,,
2729R,,"Ocean & Barson",,  36.971218,-122.017242,,
2730R,,"Ocean & Barson",,  36.970539,-122.017120,,
2731R,,"Laurel & Blackburn",,  36.968571,-122.031334,,
2732R,,"7th & Tanner Court",,  36.977974,-121.992477,,
2733R,,"Soquel Drive & Research Park",,  36.987053,-121.967438,,
2734R,,"Main & Pennsylvania",,  36.916489,-121.770653,,
2735R,,"Beach & Leibrandt",,  36.964912,-122.015671,,
2736R,,"Beach & Riverside",,  36.964493,-122.018684,,
2737R,,"Lincoln St & Prospect",,  36.922581,-121.760994,,
2738R,,"Westgate & Technology Dr",,  36.923019,-121.793701,,
2739R,,"Empire Grade & Tosca Terrace",,  36.979889,-122.059326,,
2740R,,"Delaware & Swanton",,  36.954983,-122.054375,,
2741R,,"2nd & Main (Watsonville Civic Plaza)",,  36.908657,-121.756218,,
2743R,,"Vernon & River (METRO Admin Offices)",,  36.990452,-122.032234,,
2800R,,"Capitola Mall & ",,  36.975555,-121.966148,,
2801R,,"Capitola Mall & Lane 1",,  36.975433,-121.966217,,
2802R,,"Capitola Mall & Lane 2",,  36.975677,-121.966087,,
2900R,,"Watsonville Transit Center & ",,  36.909691,-121.759972,,
2901R,,"Watsonville Transit Center & Lane 1",,  36.909863,-121.760071,,
2902R,,"Watsonville Transit Center & Lane 2",,  36.909775,-121.760223,,
9001M,,"Main & Riverside",,  36.906521,-121.752800,,
9002M,,"Porter & San Juan",,  36.904125,-121.750267,,
9003M,,"Porter & Salinas",,  36.902325,-121.748352,,
9004M,,"Salinas & Bishop",,  36.901096,-121.748077,,
9005M,,"Porter & Salinas",,  36.902615,-121.748428,,
9006M,,"Porter & San Juan",,  36.904114,-121.750084,,
